Application Number,Geographical Indications,Status,Applicant Name,Applicant Address,Date of Filing,Class,Goods,Geographical Area,Priority Country,Journal Number,Availability Date,Certificate Number,Certificate Date,Registration Valid Upto
649,Uttarakhand Jyan Salt Tea,Refused,1. Hinwal Nidhi Swayat Sahkarita; 2. Neo Integrated Development of Himalaya Society,"1. Mukhya Bazar, Munasyari, Pithoragarh, Uttarakhand, India; 2. Pilkha Sadan, Chimsya Naula, College Road, Pithoragarh, Uttarakhand, India",27-05-2019,30,Agriculture,,,,,,,
650,Kumaon Chyura Oil,Registered,Chyura Utpadak Evam Kalyan Samiti,"New Shiv Colony, Near Shiv Mandir Chandrabhaga, Post: Aincholi, Pithoragarh, Uttarakhand, India, 262 530",27-05-2019,29,Agriculture,Uttarakhand,India,139,30-07-2020,399,14-09-2021,26-05-2029
651,Munsyari Razma,Registered,Adarsh Nidhi Swayat Sahkarita,"Takana Bazar, Darkot Munasyari, Pithoragarh, Uttarakhand, India,",27-05-2019,31,Agriculture,Uttarakhand,India,138,30-06-2020,390,14-09-2021,26-05-2029
652,Uttarakhand Ringal Craft,Registered,Sugandh Uttarapath Kisan Swayat Sahkarita,"Village & Post Bhandarigaon, Block - Kanalichhina, Pithoragarh, Uttarakhand, India, 262 552",27-05-2019,20 & 21,Handi Crafts,Uttarakhand,India,138,30-06-2020,391,14-09-2021,26-05-2029
653,Uttarakhand Tamta Product,Registered,Khanat Gadtir Nidhi Tamra Swayat Sahkarita,"Khanat, Berinag, Pithoragarh, Uttarakhand, India,",27-05-2019,21,Handi Crafts,Uttarakhand,India,138,30-06-2020,392,14-09-2021,26-05-2029
654,Uttarakhand Thulma,Registered,Gauri Shankar Nidhi Swayat Sahkarita,"Madcoat, Munasyari, Pithoragarh, Uttarakhand, India,",27-05-2019,24,Handi Crafts,Uttarakhand,India,138,30-06-2020,393,14-09-2021,26-05-2029
655,Goan Khaje,Registered,The All Goa Khaje Producers Association (AGKPA),"H. No. 2/424/A, Wadchawada, Bordem, Bicholim – 403 504, Goa, India",24-07-2019,30,Food Stuffs,Goa,India,139,30-07-2020,400,14-09-2021,23-07-2029
656,Manjusha Art,Registered,The Upendra Maharathi Shilp Anushandhan Sansthan,"Patliputra Industrial Area, Patliputra Colony, Patna, Bihar, India, 800 013",07-08-2019,16,Handi Crafts,Bihar,India,136,22-05-2020,386,14-09-2021,06-08-2029
657,Tikuli Art,Withdrawn,Upendra Maharathi Shilp Anushandhan Sansthan,"Patliputra Industrial Area, Patliputra Colony, Patna, Bihar, India, 800 013",07-08-2019,16,Handi Crafts,,,,,,,
658,Sohrai-Khovar Painting,Registered,Sohrai Kala Mahila Vikas Sahyog Samiti Limited,"Sanskriti Centre, Dipugarha,P.O- Hazaribagh, Hazaribagh, Jharkhand, India, 825301",23-08-2019,16,Handi Crafts,Jharkhand,India,129,10-01-2020,370,14-09-2021,22-08-2029
659,Soh-Shang,Abandoned,North Eastern Regional Agricultural Marketing Corporation Ltd (NERAMAC) Facilitated by North East Foundation,"9, Rajbari Path, Ganeshguri, G S Road, Guwahati, Uttar Pradesh, India, 781 005",03-09-2019,31,Agriculture,,,,,,,
660,Kuttiattoor Mango (Kuttiattoor Manga),Registered,Kuttiattoor Mango Producer Company Limited,"Rama Nivas, Post: Kuttiattoor, Kannur, Kerala, India, 670 602",04-09-2019,31,Agriculture,Kerala,India,135,30-04-2020,383,14-09-2021,03-09-2029
661,Agra Stone Craft,Examination,"M/s. Handicrafts Exporter’s Association, Agra, Represented by Dr. S. K. Tyagi, Secretary","1/29, Bagichi Tulsi Ram, Shahganj Road, Shahganj, Agra, Uttar Pradesh, India, 282 010",30-09-2019,"19,21",Handi Crafts,,,,,,,
662,Edayur Chilli (Edayur Mulaku),Registered,Edayoor Chilli Grovers Association (ECGA),"C/o Edayur Krishi Bhavan, Pookkattiri, Post: Edayur, Malappuram, Kerala, India, 676 552",03-10-2019,30,Agriculture,Kerala,India,137,29-05-2020,388,14-09-2021,02-10-2029
663,Balaghat Chinnor,Registered,Balaghat Chinnor Utpadak Sahkari Samiti Maryadit Balaghat,"Jodapat, Kaydi, Waraseoni, District: Balaghat – 481 331, Madhya Pradesh, India",03-10-2019,30,Agriculture,Madhya Pradesh,India,133,23-03-2020,382,14-09-2021,02-10-2029
664,Aligarh Locks,Advertised,1.Tala Nagari Audyogik Vikas Association; 2. Aligarh Hardware Evam Locks Traders Association,"1.Ramghat, P-4. Devashis, Vikram Colony, Koil Aligarh, Aligarh, Uttar Pradesh, India; 2. Flat No. 15/16, 2nd Floor, Nai Duniya Apartment, Agra Road, Koal , Aligarh, Uttar Pradesh, India, 0",09-10-2019,6,Handi Crafts,,,,,,,
